Open,Close,Volume,Next_Close,Next_Volume
0.0488245931283906,0.0575139146567718,0.06573806759564055,0.09647495361781075,0.04528761739844209
0.10669077757685351,0.14656771799628943,0.06536109947629261,0.16326530612244894,0.08025991403665109
0.09945750452079571,0.08348794063079772,0.07714774845178828,0.0779220779220779,0.06245133288168373
0.04701627486437618,0.09647495361781075,0.04528761739844209,0.21150278293135427,0.29897647955067425
0.0867992766726944,0.08534322820037105,0.09039982233866412,0.10018552875695733,0.09833807940224831
0.003616636528028937,0.0,0.02710993919597001,0.03339517625231905,0.06638714991299655
0.23327305605786622,0.2077922077922077,0.13119221438550824,0.14842300556586266,0.04166158326610126
0.2423146473779385,0.3896103896103896,0.4293976100052567,0.32467532467532456,0.2118586130609193
0.21428571428571433,0.20408163265306123,0.0648953006889999,0.10760667903525047,0.08570416576477302
0.12115732368896925,0.12430426716140999,0.016125577329064215,0.12059369202226342,0.016985491927934714
0.23508137432188073,0.21521335807050085,0.0683630700553505,0.24675324675324675,0.2806065223074609
0.24412296564195302,0.21892393320964743,0.21794941711901905,0.22077922077922074,0.11636733167853418
0.3056057866184449,0.30797773654916505,0.4621227156322298,0.2912801484230055,0.5229854975501289
0.16636528028933092,0.18923933209647495,0.08087779317634293,0.1762523191094619,0.15773909083498017
0.3010849909584088,0.2912801484230055,0.5229854975501289,0.29870129870129863,0.41622115463001746
0.28209764918625685,0.2708719851576994,0.2851737117444825,0.23191094619666044,0.15567068559846853
0.6256781193490055,0.6400742115027828,0.7928848321634484,0.8163265306122449,0.9469613446039585
0.26763110307414106,0.2801484230055658,0.14920038343364264,0.25602968460111314,0.16279203784861118
0.26401446654611216,0.3283858998144712,0.38953878330095887,0.2894248608534323,0.22893827674126382
0.1157323688969259,0.12244897959183666,0.07079326348694105,0.15955473098330236,0.09893009644874105
0.1157323688969259,0.21335807050092762,0.08355986090691614,0.2077922077922077,0.13119221438550824
0.7432188065099458,0.9591836734693876,1.0,0.9944341372912799,0.5118704196686841
0.11754068716094032,0.10760667903525047,0.08570416576477302,0.13358070500927638,0.011998886805553603
0.22784810126582286,0.23747680890538028,0.12548934172539516,0.24675324675324675,0.10949588595941338
0.20976491862567817,0.22077922077922074,0.11636733167853418,0.18923933209647495,0.08087779317634293
0.2314647377938518,0.24675324675324675,0.215410434230167,0.32467532467532456,0.3426561494154324
0.15009041591320074,0.14285714285714285,0.07008177481425676,0.15955473098330236,0.11227746652686144
0.3535262206148282,0.27458256029684597,0.14037213303235854,0.3283858998144712,0.38953878330095887
0.07052441229656423,0.13729128014842296,0.06526467884621331,0.12059369202226342,0.0780394284477403
0.11754068716094032,0.1298701298701298,0.1213575912271282,0.12244897959183666,0.07079326348694105
0.2585895117540688,0.2708719851576994,0.1201119941079405,0.2801484230055658,0.14920038343364264
0.9764918625678121,0.9944341372912799,0.5118704196686841,1.0,0.3825352160187556
0.11030741410488246,0.11317254174397028,0.0,0.10760667903525047,0.006271838710493544
1.0,0.9647495361781073,0.5015730899298069,0.8772356215213355,0.2511464553471283
0.38155515370705245,0.32467532467532456,0.2118586130609193,0.27458256029684597,0.14037213303235854
0.020795660036166407,0.10018552875695733,0.09833807940224831,0.05009276437847866,0.0957243213308858
0.23688969258589515,0.32467532467532456,0.3426561494154324,0.30797773654916505,0.4621227156322298
0.025316455696202556,0.03339517625231905,0.056000989506174575,0.018552875695732853,0.05226026261268985
0.1518987341772152,0.21706864564007416,0.22190406850081382,0.2708719851576994,0.2851737117444825
0.10126582278481015,0.12059369202226342,0.016985491927934714,0.08719851576994428,0.04466186718690703
0.2911392405063291,0.2597402597402597,0.2110127539474831,0.34693877551020397,0.47459527229691933
0.16546112115732373,0.21150278293135427,0.1007837338678166,0.20408163265306123,0.0648953006889999
0.0777576853526221,0.12059369202226342,0.0780394284477403,0.08534322820037105,0.09039982233866412
0.15732368896925863,0.15213358070500924,0.1203290108030461,0.1298701298701298,0.1213575912271282
0.0886075949367089,0.10760667903525047,0.006271838710493544,0.21335807050092762,0.08355986090691614
0.25768535262206155,0.24860853432281999,0.2525121369116725,0.2671614100185528,0.16271782488551806
0.10488245931283909,0.13358070500927638,0.011998886805553603,0.11317254174397028,0.0
0.2025316455696203,0.1762523191094619,0.15773909083498017,0.17996289424860848,0.19994237250971936
0.6075949367088608,0.4489795918367345,0.6712225180121045,0.6326530612244897,0.7099813624263142
0.23327305605786622,0.2671614100185528,0.16271782488551806,0.24675324675324675,0.215410434230167
0.1934900542495479,0.24675324675324675,0.2806065223074609,0.2653061224489795,0.29527567023582296
0.24050632911392408,0.23191094619666044,0.15567068559846853,0.23747680890538028,0.12548934172539516
0.9629294755877034,1.0,0.3825352160187556,0.9647495361781073,0.5015730899298069
0.08318264014466546,0.10389610389610389,0.04273879566978605,0.13729128014842296,0.06526467884621331
0.009041591320072382,0.025974025974025913,0.028203455962758587,0.0,0.02710993919597001
0.1265822784810127,0.15955473098330236,0.09893009644874105,0.14285714285714285,0.07008177481425676
0.01084990958408681,0.018552875695732853,0.05226026261268985,0.025974025974025913,0.028203455962758587
0.19168173598553348,0.24675324675324675,0.10949588595941338,0.21521335807050085,0.0683630700553505
0.08318264014466546,0.04267161410018552,0.13534673477017875,0.03339517625231905,0.056000989506174575
0.17179023508137437,0.15955473098330236,0.11227746652686144,0.21706864564007416,0.22190406850081382
0.32549728752260404,0.5269016697588126,0.7855304399648051,0.4489795918367345,0.6712225180121045
0.2857142857142857,0.2894248608534323,0.22893827674126382,0.2597402597402597,0.2110127539474831
0.18083182640144668,0.14842300556586266,0.04166158326610126,0.12430426716140999,0.016125577329064215
0.09584086799276678,0.21150278293135427,0.29897647955067425,0.21892393320964743,0.21794941711901905
0.851717902350814,0.7903525046382188,0.6623681244079127,0.9591836734693876,1.0
0.2495479204339964,0.34693877551020397,0.47459527229691933,0.25602968460111314,0.3078013566354541
0.26582278481012667,0.25602968460111314,0.16279203784861118,0.24860853432281999,0.2525121369116725
0.28752260397830026,0.29870129870129863,0.41622115463001746,0.3320964749536177,0.4949928738688848
0.12296564195298376,0.17996289424860848,0.19994237250971936,0.15213358070500924,0.1203290108030461
0.0,0.03339517625231905,0.06638714991299655,0.0575139146567718,0.06573806759564055
0.16998191681735986,0.16326530612244894,0.08025991403665109,0.16326530612244894,0.0324406226017828
0.23327305605786622,0.23191094619666044,0.20662772360169004,0.3896103896103896,0.4293976100052567
0.06509945750452079,0.13172541743970315,0.13714639912518659,0.08348794063079772,0.07714774845178828
0.14828209764918623,0.16326530612244894,0.0324406226017828,0.21150278293135427,0.1007837338678166
0.07414104882459316,0.0779220779220779,0.06245133288168373,0.04267161410018552,0.13534673477017875
0.6943942133815553,0.8163265306122449,0.9469613446039585,0.7903525046382188,0.6623681244079127
0.44303797468354433,0.6326530612244897,0.7099813624263142,0.6400742115027828,0.7928848321634484
0.12839059674502715,0.05009276437847866,0.0957243213308858,0.13172541743970315,0.13714639912518659
0.3164556962025318,0.25602968460111314,0.3078013566354541,0.2708719851576994,0.1201119941079405
0.26401446654611216,0.3320964749536177,0.4949928738688848,0.5269016697588126,0.7855304399648051
0.08499095840867997,0.08719851576994428,0.04466186718690703,0.10389610389610389,0.04273879566978605
0.2314647377938518,0.2653061224489795,0.29527567023582296,0.23191094619666044,0.20662772360169004
